Industry_Sector,Round,Investor_Equity_Total,Age,Round_Equity_Total,Company_Status,Investment_Date,Num_Investors,Disclosed_Equity_Contribution,Location,Duration
Technology,1,140000000,29,,Active,2021-06-15,1,140000000,California,115
Healthcare,2,80000000,29,,Went Public,2021-03-25,2,140000100,Washington,147
Healthcare,5,6673000,51,,Went Public,2013-03-18,9,149087000,New Jersey,1351
Energy,1,139000000,58,,Active,2012-04-03,15,325289000,California,1354
Healthcare,1,139000000,27,,Active,2021-04-13,1,139000000,Illinois,7
Healthcare,4,18786000,30,,Went Public,2018-03-20,7,143867400,Massachusetts,1372
Healthcare,6,23000000,20,,Active,2017-03-01,9,463680900,Colorado,365
Healthcare,4,32000000,27,,Went Public,2017-04-13,4,138000100,Massachusetts,1499
Healthcare,7,11700000,41,,Active,2018-05-17,7,137706000,Texas,420
Healthcare,2,68500000,13,,Active,2019-02-12,2,137500000,New York,693
Healthcare,1,137000000,42,,Acquisition,2020-07-08,4,202784700,New Jersey,538
Healthcare,7,4180000,0,,Pending Acquisition,2014-08-13,8,153929100,California,513
Consumer Non-Cyclicals,4,19450000,18,,Active,2016-07-06,6,209660900,California,1682
Consumer Cyclicals,3,7194000,0,900000000,Active,2019-04-10,3,135837900,New York,387
Technology,4,32728000,28,,Active,2020-07-05,4,135575000,New York,15
Technology,1,135310000,0,,Active,2021-11-08,1,135310000,Washington,1
Technology,2,35000000,31,,Active,2017-11-03,3,273300100,California,4
Technology,3,15000000,18,915000000,Active,2020-07-14,3,135000300,California,461
Technology,2,15000000,32,1280000000,Active,2020-07-24,3,140385200,California,521
Healthcare,1,135000000,52,,Went Public,2021-05-11,2,185000000,Massachusetts,164
Healthcare,1,135000000,0,,Active,2021-11-03,1,135000600,Massachusetts,92
Healthcare,5,5855000,0,,Active,2017-05-03,6,140483000,California,1022
Healthcare,3,19500000,25,,Went Public,2015-02-13,4,139499800,Massachusetts,654
Healthcare,6,0,0,,Active,2015-08-19,6,133999700,California,0
Healthcare,5,6923000,13,,Went Public,2014-02-07,10,260757500,California,712
Technology,3,10000000,24,1915000000,Active,2019-12-19,3,133000000,California,690
Technology,3,14000000,32,1013000000,Active,2020-08-26,3,133000200,New York,108
Healthcare,4,15000000,11,,Active,2017-11-21,4,132376000,New York,43
Healthcare,4,10000000,8,,Went Public,2014-09-11,5,237000100,Illinois,929
Healthcare,7,2000000,27,,Active,2016-01-09,11,132891100,California,349
Healthcare,4,6842000,21,,Went Public,2015-07-10,6,175470800,Massachusetts,364
Consumer Cyclicals,4,10000000,0,,Active,2019-04-23,4,131744900,Texas,732
Technology,4,25000000,0,300000000,Pending Acquisition,2015-01-14,5,242500100,New Jersey,1
Technology,4,10000000,0,,Active,2018-11-27,4,131467900,New York,1
Healthcare,4,5000000,22,,Went Public,2016-11-17,7,232707800,California,1198
Consumer Cyclicals,5,0,17,,Active,2020-10-12,5,130975200,California,234
Technology,3,4600000,6,,Active,2020-07-08,4,130599800,California,313
Technology,3,3526000,0,900000000,Active,2020-03-06,3,130526200,New York,173
Healthcare,4,15000000,12,,Went Public,2016-06-10,8,131240000,California,998
Technology,2,85000000,0,,Active,2014-10-27,2,130000400,California,409
Academic & Educational Services,3,35000000,27,,Active,2017-03-28,5,455000000,California,1205
Technology,2,20000000,35,,Active,2017-12-15,3,330000100,New York,1518
Financials,2,60000000,26,,Active,2018-02-21,3,234999900,Minnesota,3
Utilities,1,130000000,0,,Active,2018-08-14,1,130000000,Colorado,31
Financials,2,30000000,24,400000000,Active,2020-02-11,2,130000000,California,497
Healthcare,2,40131000,31,,Active,2018-08-09,3,337130900,Massachusetts,1070
Healthcare,5,0,64,,Went Public,2017-09-18,7,143391600,California,110
Technology,3,52580000,22,,Active,2019-10-23,3,128780000,California,637
Healthcare,5,3124000,39,,Went Public,2017-12-31,8,133765100,California,552
Technology,3,15670000,15,,Active,2020-04-06,4,132599900,Washington,590
Healthcare,4,8000000,17,,Acquisition,2014-06-17,6,142499800,California,632
Technology,3,3240000,12,900000000,Active,2021-01-13,3,128239800,California,371
Healthcare,5,10000000,0,,Went Public,2020-04-20,5,128125000,California,8
Technology,3,50000000,21,,Pending Acquisition,2015-04-30,6,686000200,Massachusetts,1666
Healthcare,5,50000000,56,,Went Public,2020-08-24,5,127000100,Delaware,332
Consumer Non-Cyclicals,7,1450000,0,,Active,2019-05-07,7,126216000,California,21
Technology,2,0,0,,Acquisition,2016-01-07,4,186000000,New York,2
Healthcare,4,5445000,39,,Active,2019-01-08,4,126000000,Massachusetts,315
Technology,4,31000000,0,,Active,2020-07-28,4,125100100,California,1
Healthcare,2,75000000,8,,Went Public,2018-03-08,3,128999800,New York,1184
Healthcare,2,45000000,43,,Went Public,2017-05-23,2,125000000,California,995
Healthcare,1,125000000,37,,Went Public,2021-01-27,2,170500400,California,223
Consumer Cyclicals,2,0,42,,Active,2021-06-17,3,164999600,California,41
Technology,2,50000000,45,26000000,Active,2021-03-31,2,125000000,California,254
Healthcare,10,5000000,35,,Active,2013-12-23,14,148434100,Massachusetts,2760
Healthcare,2,24000000,33,,Active,2021-09-30,2,123999900,California,83
Healthcare,3,10900000,31,,Active,2017-07-31,3,123899400,California,31
Healthcare,4,20597000,45,,Went Public,2014-10-01,11,266748200,California,789
Healthcare,5,35000000,48,,Went Public,2016-01-07,7,127016200,Michigan,326
Technology,3,16550000,23,,Active,2020-06-30,3,123447500,California,308
Industrials,1,123000000,20,,Active,2021-08-19,1,123000000,New York,1
Technology,3,18000000,31,900000000,Active,2018-08-07,5,602499800,California,1247
Technology,2,22500000,13,,Active,2021-01-26,3,127600000,New York,241
Healthcare,5,8833000,0,,Went Public,2016-08-03,6,202389600,California,1106
Academic & Educational Services,4,14000000,17,120000000,Active,2018-10-08,4,122370000,California,858
Technology,4,2250000,12,,Active,2014-06-09,5,247325000,California,658
Technology,3,27000000,15,,Went Public,2012-03-23,6,289815200,California,1271
Financials,2,62000000,25,,Active,2018-08-23,5,546999700,California,1251
Technology,2,20000000,15,,Active,2020-03-26,2,122000100,California,403
Technology,2,18750000,0,1397000000,Active,2020-10-15,3,121750000,Washington,214
Healthcare,6,34296000,0,,Went Public,2016-01-04,7,122481300,Massachusetts,1454
Healthcare,1,121253000,77,,Went Public,2019-05-22,1,121252800,Massachusetts,821
Healthcare,3,17000000,39,,Active,2018-10-11,5,167076300,California,960
Consumer Non-Cyclicals,3,7500000,0,,Active,2017-02-23,5,441696800,New York,1
Technology,3,50000000,19,,Acquisition,2015-08-07,6,371756000,California,1482
Healthcare,2,80000000,104,,In Registration,2021-02-11,4,126032400,Massachusetts,363
Healthcare,2,95000000,43,,Went Public,2020-12-08,2,120075300,Colorado,269
Healthcare,2,60064000,6,,Went Public,2018-11-07,2,120064000,California,950
Academic & Educational Services,4,32000000,14,,Active,2017-11-23,5,120016100,New York,0
Healthcare,2,120000000,60,,In Registration,2021-01-05,3,169000000,Massachusetts,64
Healthcare,1,120000000,26,,In Registration,2021-03-30,2,163441800,California,119
Technology,2,30000000,18,910000000,Active,2021-07-14,3,126250000,California,131
Technology,1,120000000,44,1080000000,Active,2021-08-31,1,120000000,New York,69
Healthcare,2,20000000,0,,Active,2020-10-07,2,120000000,California,287
Healthcare,7,0,82,,Went Public,2016-03-10,9,209817000,California,544
Technology,2,37281000,45,,Active,2018-09-10,5,255481200,California,1026
Technology,5,5333000,22,,Active,2016-11-08,11,1017652500,California,970
Technology,2,38000000,0,,Active,2015-03-18,5,713999500,California,588
Technology,5,10000000,21,,Acquisition,2016-09-28,6,178499700,New York,9
Technology,5,8000000,44,405000000,Active,2020-09-08,6,118285800,California,2
Healthcare,1,118000000,49,,Went Public,2020-06-15,1,118000000,Texas,407
Technology,2,9000000,5,1091000000,Active,2021-07-14,2,117999900,California,202
Technology,3,3500000,8,,Active,2020-08-18,3,117974700,Arizona,480
Healthcare,3,22950000,72,,Went Public,2014-01-10,7,152993000,California,1053
Technology,5,25000000,22,,Active,2016-12-14,9,446020600,New York,1
Healthcare,3,46271000,36,,Went Public,2013-01-11,8,139125100,California,1002
Industrials,1,117068000,31,802932000,Active,2019-07-26,1,117067800,Texas,910
Healthcare,1,117000000,55,,Active,2021-07-28,2,167000100,Massachusetts,28
Healthcare,2,21015000,37,,Went Public,2018-08-31,5,303247000,California,33
Technology,2,16600000,17,,Active,2015-08-27,3,116600000,California,132
Technology,3,100000000,0,1400000000,Active,2021-09-14,3,116499900,Nevada,51
Industrials,1,116000000,26,,Active,2015-03-11,1,116000000,California,65
Healthcare,2,0,27,,Went Public,2020-03-31,3,165700500,Massachusetts,3
Technology,2,38300000,26,,Acquisition,2017-03-14,5,288149800,California,1625
Healthcare,3,15000000,13,,Active,2020-09-25,3,115000200,California,511
Healthcare,1,115000000,24,,Active,2022-01-05,3,209100200,Massachusetts,41
Healthcare,5,14992000,17,,Went Public,2016-08-30,6,114497000,California,1449
Technology,4,0,0,1100000000,Active,2017-10-17,4,114358300,California,7
Technology,4,3350000,11,,Active,2018-12-11,4,114350000,Pennsylvania,1114
Healthcare,2,18000000,0,,Went Public,2020-04-29,2,113999800,Texas,8
Healthcare,1,114000000,56,,Went Public,2019-09-05,1,113999800,California,615
Healthcare,2,28615000,34,,Went Public,2017-10-24,3,113615200,New Jersey,1043
Technology,3,36000000,0,,Active,2017-04-21,3,113000000,California,1
Consumer Cyclicals,3,7999000,33,,Active,2020-09-22,3,112999100,California,472
Technology,1,113000000,5,,Active,2021-06-03,1,113000100,New York,18
Healthcare,6,0,54,,Went Public,2013-10-07,8,117914100,Massachusetts,1005
Academic & Educational Services,5,1377000,39,,Active,2016-03-22,6,152805800,California,251
Healthcare,1,112370000,56,,Active,2020-07-16,1,112370000,Pennsylvania,400
Healthcare,3,9000000,33,,Active,2019-09-19,4,112206000,California,530
Consumer Non-Cyclicals,3,42000000,31,,Active,2016-08-08,7,322000300,California,1544
Academic & Educational Services,4,4200000,19,,Active,2018-07-18,4,111999700,Indiana,1136
Industrials,2,12000000,0,,Active,2020-08-27,2,111999900,California,1
Healthcare,4,26100000,30,,Active,2018-06-27,6,111924500,Pennsylvania,981
Healthcare,5,14300000,43,,Went Public,2015-05-31,6,128259200,California,980
Healthcare,4,51700000,48,,Went Public,2017-03-21,5,114740200,Massachusetts,1424
Technology,5,166000,6,,Went Public,2012-12-20,10,564067900,California,1086
Healthcare,6,1423000,43,,Went Public,2014-04-29,8,133823100,California,944
Technology,4,4400000,23,195000000,Active,2020-08-04,4,111100200,Colorado,562
Healthcare,1,111000000,30,,Active,2022-01-20,2,128999800,California,23
Healthcare,4,47169000,70,,Active,2015-11-06,8,325013000,Massachusetts,1614
Technology,4,30500000,61,,Pending Acquisition,2016-01-22,5,220600000,Massachusetts,839
Healthcare,2,5600000,31,,Active,2020-08-05,2,110599000,Washington,278
Technology,3,7500000,20,,Went Public,2015-09-08,5,221594000,Virginia,943
Healthcare,2,65000000,17,,Went Public,2018-06-25,3,110500200,California,799
Technology,4,14047600,14,,Went Public,2014-03-31,4,110405700,California,973
Healthcare,1,110125000,0,,Went Public,2020-07-06,2,152124800,Massachusetts,8
Technology,6,3729000,25,,Acquisition,2014-02-04,7,111795300,New York,1028
Healthcare,2,60000000,39,,Merger,2020-04-09,4,165000000,Massachusetts,538
Technology,2,30000000,28,,Active,2020-04-13,2,110000200,California,617
Healthcare,1,110000000,0,,Active,2021-01-11,2,130000000,Massachusetts,303
Technology,2,35000000,25,,Active,2021-01-27,2,110000000,New York,1
Healthcare,2,25000000,24,,Active,2020-01-13,2,110000400,California,745
Healthcare,1,110000000,28,,Active,2021-05-03,2,169999500,Massachusetts,192
Healthcare,1,110000000,31,,Active,2021-12-08,1,110000000,Utah,67
Technology,2,44500000,38,,Active,2020-02-19,3,117999800,Colorado,426
Healthcare,5,3273000,32,,Acquisition,2012-10-10,13,175791100,California,1015
Financials,2,0,0,,Active,2015-01-07,2,109253000,New York,168
Healthcare,2,9000000,28,,Active,2020-05-11,2,109000000,Massachusetts,1
Healthcare,1,109000000,0,,Active,2020-12-22,1,109000000,California,8
Industrials,1,0,1126,,Active,2020-01-15,1,108510000,New York,1
Technology,2,33500000,26,800000000,Acquisition,2014-03-12,2,108500000,California,2623
Technology,4,36000000,83,,Went Public,2018-12-17,5,163500100,California,982
Technology,4,250000,0,,Active,2016-02-02,6,174951400,Massachusetts,7
Technology,2,50000000,0,,Active,2018-11-14,3,159000800,California,65
Financials,2,26000000,21,,Active,2020-09-21,2,108000100,Florida,1
Financials,3,17500000,15,,Active,2014-04-09,6,403499700,Texas,2794
Healthcare,3,42500000,35,,Went Public,2014-12-02,7,224499800,California,2100
Technology,4,3000000,4,,Active,2014-09-23,5,250313200,California,288
Technology,4,10000000,22,,Active,2020-11-12,4,107174900,California,335
Healthcare,2,27000000,35,,Active,2015-02-05,5,167561100,California,2526
Financials,5,13976000,0,,Acquisition,2015-01-29,5,107000000,California,669
Technology,1,107000000,34,,Active,2017-05-25,1,106999200,New York,1500
Healthcare,1,107000000,34,,Went Public,2017-11-03,4,226725000,California,1289
Healthcare,2,41752000,47,,Active,2020-10-22,2,107000000,Massachusetts,371
Healthcare,6,50000000,76,,Went Public,2014-04-22,11,176046500,California,2592
Healthcare,8,10000000,57,,Went Public,2013-10-08,12,143798000,California,1147
Financials,3,35000000,34,440000000,Active,2018-10-30,5,408500200,California,1074
Healthcare,4,1000000,28,,Went Public,2014-10-06,5,106150000,California,1712
Healthcare,3,33000000,33,,Active,2018-09-18,4,113004200,California,1088
Healthcare,2,46000000,0,,Active,2020-05-28,2,106000200,Massachusetts,155
Healthcare,3,27500000,78,,Went Public,2015-01-22,3,105891900,Maryland,676
Consumer Non-Cyclicals,2,0,0,,Active,2020-10-22,2,105299000,New Jersey,373
Technology,2,30000000,3,,Active,2020-04-14,2,105250000,New York,279
Consumer Non-Cyclicals,3,40000000,0,,Went Public,2018-12-06,6,105200000,Massachusetts,82
Technology,4,11500000,9,,Active,2020-10-15,4,105075000,California,468
Technology,4,3000000,0,,Active,2018-12-04,4,105000000,California,16
Technology,2,30000000,0,,Active,2019-04-17,3,305000000,California,306
Healthcare,1,105000000,61,,Went Public,2020-02-12,3,123023300,California,456
Healthcare,1,105000000,30,,Went Public,2019-07-18,4,277999500,California,693
Healthcare,1,105000000,34,,Active,2022-02-16,1,105000000,Massachusetts,1
Technology,2,30000000,0,220000000,Active,2021-10-29,2,105000000,Florida,27
Healthcare,2,52300000,34,,Went Public,2018-04-09,3,153300000,Massachusetts,628
Technology,4,28000000,22,,Active,2017-10-26,7,213794900,Washington,72
Healthcare,2,34000000,40,,Went Public,2019-09-11,2,104736000,California,520
Financials,3,11500000,18,,Active,2017-09-21,4,304500000,Illinois,1033
Healthcare,2,29496000,0,,Active,2019-04-13,4,409496300,California,0
Technology,3,24000000,14,,Went Public,2013-02-19,5,161999900,Non-US,506
Healthcare,3,0,45,,Went Public,2016-10-08,5,236000000,New Jersey,1192
Healthcare,3,13156000,16,,Active,2018-07-31,4,253155900,California,31
Technology,1,103000000,37,,Active,2020-01-21,1,103000000,California,591
Healthcare,2,78000000,45,,Active,2021-10-05,2,103000300,Massachusetts,1
Healthcare,3,32500000,15,,Went Public,2020-07-21,4,102950100,New York,371
Consumer Non-Cyclicals,5,40000000,45,,Pending Acquisition,2016-09-21,5,102750200,Massachusetts,68
Technology,5,11294000,25,949000000,Active,2019-02-13,6,176674000,California,1046
Consumer Non-Cyclicals,1,102417000,66,,Active,2021-07-22,1,102417000,California,196
Technology,5,0,25,,Active,2019-01-23,5,101725000,Washington,43
Consumer Cyclicals,4,0,35,,Went Public,2013-01-07,7,288499800,New York,905
Healthcare,2,1279000,37,,Went Public,2014-01-24,2,101278900,Virginia,500
Financials,3,25000000,37,,Went Public,2018-01-22,7,679476300,California,1220
Healthcare,2,33000000,57,,Active,2019-08-07,3,113000400,California,711
Healthcare,1,100940000,60,,Pending Acquisition,2021-01-06,3,158000200,California,315
Healthcare,2,25861000,37,,Went Public,2017-03-04,2,100861000,New York,23
Healthcare,3,0,0,,Active,2015-11-04,4,100808000,Massachusetts,812
Technology,2,48800000,41,,Acquisition,2013-06-05,5,151102800,Massachusetts,2595
Technology,5,0,20,,Active,2017-10-17,6,200600900,California,457
Technology,1,100531000,27,,Active,2015-04-14,7,563876500,California,2282
Healthcare,3,1400000,75,,Went Public,2017-04-13,6,100406900,Washington,1150
Technology,4,15212000,5,,Active,2018-06-06,4,100243300,California,1147
Healthcare,2,18186000,41,,Active,2021-02-14,2,100186000,Massachusetts,327
Healthcare,3,70017000,20,,Went Public,2015-09-01,3,100016800,Massachusetts,1625
Consumer Cyclicals,2,100000000,32,,Active,2014-10-01,2,100000000,Massachusetts,789
Technology,2,50000000,45,750000000,Active,2013-09-23,7,210500000,California,2250
Technology,1,100000000,30,1400000000,Went Public,2012-05-17,10,1368100000,California,1140
Technology,2,40000000,46,,Active,2017-10-17,5,300000000,New York,1295
Technology,1,100000000,0,,Active,2018-03-08,1,100000000,Massachusetts,7
Technology,1,100000000,26,,LBO,2012-06-05,7,172623200,Washington,2183
Technology,2,50000000,37,,Active,2017-03-09,11,100000000,Arizona,1736
Healthcare,1,100000000,46,,Went Public,2014-11-03,3,525000000,Connecticut,1426
Technology,1,100000000,0,,Active,2019-02-06,1,99999900,California,2
Healthcare,2,50000000,43,,Active,2019-03-14,3,133000000,California,13
Consumer Non-Cyclicals,2,0,29,,Active,2019-06-04,2,100000000,New York,1
